
NUMBER,DRIVER_NUMBER,LAP_NUMBER,LAP_TIME,LAP_IMPROVEMENT,CROSSING_FINISH_LINE_IN_PIT,S1,S1_IMPROVEMENT,S2,S2_IMPROVEMENT,S3,S3_IMPROVEMENT,KPH,ELAPSED,HOUR,S1_LARGE,S2_LARGE,S3_LARGE,TOP_SPEED,DRIVER_NAME,PIT_TIME,CLASS,GROUP,TEAM,MANUFACTURER,FLAG_AT_FL,Unnamed: 26
77,3,389,1:20.909,0,,9.634,0,42.816,0,28.459,0,181.9,9:36:03.704,21:46:48.279,0:09.634,0:42.816,0:28.459,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,390,1:21.626,0,,9.680,0,43.443,0,28.503,0,180.3,9:37:25.330,21:48:09.905,0:09.680,0:43.443,0:28.503,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,391,1:20.710,0,,9.755,0,42.851,0,28.104,0,182.3,9:38:46.040,21:49:30.615,0:09.755,0:42.851,0:28.104,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,392,1:21.308,0,,9.834,0,43.295,0,28.179,0,181.0,9:40:07.348,21:50:51.923,0:09.834,0:43.295,0:28.179,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,393,1:21.051,0,,9.603,0,43.036,0,28.412,0,181.6,9:41:28.399,21:52:12.974,0:09.603,0:43.036,0:28.412,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,394,1:20.610,0,,9.723,0,42.798,0,28.089,0,182.6,9:42:49.009,21:53:33.584,0:09.723,0:42.798,0:28.089,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,395,1:20.876,0,,9.582,0,42.886,0,28.408,0,182.0,9:44:09.885,21:54:54.460,0:09.582,0:42.886,0:28.408,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,396,1:22.503,0,,9.748,0,43.973,0,28.782,0,178.4,9:45:32.388,21:56:16.963,0:09.748,0:43.973,0:28.782,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,397,1:20.733,0,,9.869,0,42.701,0,28.163,0,182.3,9:46:53.121,21:57:37.696,0:09.869,0:42.701,0:28.163,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,398,1:20.430,0,,9.653,0,42.572,0,28.205,0,183.0,9:48:13.551,21:58:58.126,0:09.653,0:42.572,0:28.205,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,399,1:20.483,0,,9.582,0,42.523,0,28.378,0,182.8,9:49:34.034,22:00:18.609,0:09.582,0:42.523,0:28.378,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,400,1:21.555,0,,9.681,0,43.432,0,28.442,0,180.4,9:50:55.589,22:01:40.164,0:09.681,0:43.432,0:28.442,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,401,1:20.533,0,,9.625,0,42.717,0,28.191,0,182.7,9:52:16.122,22:03:00.697,0:09.625,0:42.717,0:28.191,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,402,1:20.416,0,,9.588,0,42.705,0,28.123,0,183.0,9:53:36.538,22:04:21.113,0:09.588,0:42.705,0:28.123,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,403,1:20.185,0,,9.650,0,42.456,0,28.079,0,183.5,9:54:56.723,22:05:41.298,0:09.650,0:42.456,0:28.079,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,404,1:20.481,0,,9.640,0,42.560,0,28.281,0,182.8,9:56:17.204,22:07:01.779,0:09.640,0:42.560,0:28.281,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,405,1:20.796,0,,9.719,0,42.891,0,28.186,0,182.1,9:57:38.000,22:08:22.575,0:09.719,0:42.891,0:28.186,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,406,1:20.919,0,,9.775,0,42.782,0,28.362,0,181.9,9:58:58.919,22:09:43.494,0:09.775,0:42.782,0:28.362,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,407,1:22.477,0,,9.925,0,43.220,0,29.332,0,178.4,10:00:21.396,22:11:05.971,0:09.925,0:43.220,0:29.332,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,GF,
77,3,408,1:22.062,0,,9.938,0,43.272,0,28.852,0,179.3,10:01:43.458,22:12:28.033,0:09.938,0:43.272,0:28.852,,Laurin Heinrich,,GTDPRO,,AO Racing,Porsche,FF,
